Predicted_AQI
143.86831665039062
530.3057861328125
247.94439697265625
247.94363403320312
247.9431610107422
247.94309997558594
247.94198608398438
247.94154357910156
247.94166564941406
247.94161987304688
247.941650390625
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
247.9417266845703
